persona,nombre,apellido,genero,direccion,dni,telefono1-2,departamento,ubigeo
1130,"NATHANIEL	",          RICHARDSON,HOMBRE,CA. CA. JOSE GALVEZ BARRENECHEA  211,23658901,20379420819-20379420819,LIMA,15101
1131,"SAVANNAH	",          CARTER,MUJER,CA. CA. MAUNUEL MARIA IZAGA 774,23658902,74305585-74305585,LIMA,15101
1132,"EDDIE	",          MUNOZ,HOMBRE,CA. CA. JORGE CHAVEZ CDRA 7 S/N PTO.341,23658903,2000032458-2000032458,LIMA,15101
1133,"AUSTIN	",          WHITE,HOMBRE,CA. CA. REPUBLICA DE PANAMA 250 URB.TORRES ARAUJ,23658904,86639551-86639551,LIMA,15101
1134,"LEVI	",          CHANDRA,HOMBRE,CA. CA. JAVIER HERAUD 175 DPTO 301,23658905,32013-32013,LIMA,15101
1135,"BAILEY	",          BAILEY,MUJER,CA. CA. PJE. REQUENA 170 BRE¥A,23658906,20504581204-20504581204,LIMA,15101
1136,"AUSTIN	",          GRIFFIN,HOMBRE,CA. CA. EMILIO CAVENECIA,23658907,2003792534-2003792534,LIMA,15101
1137,"CAITLIN	",          BROOKS,MUJER,CA. CA. LOS ROSALES 280 SANTA VICTORIA,23658908,11225611-11225611,LIMA,15101
1138,"SEAN	",          ALLEN,HOMBRE,CA. CA. AMAZONAS 223,23658909,11225611-11225611,LIMA,15101
1139,"GRACE	",          CLARK,MUJER,CA. CA. SAN JUAN DE DIOS 108-A,23658910,215511630-215511630,ICA,FALSO
1140,"SYDNEY	",          HALL,MUJER,CA. CA. SAN JUAN DE DIOS 200-A,23658911,20452357420-20452357420,ICA,FALSO
1141,"JON	",          SUN,HOMBRE,CA. CA. FRANCISCO MASIAS 575 ESQ.CON DEAN VALDIV,23658912,20440273209-20440273209,LIMA,15101
1142,"LOGAN	",          PATTERSON,HOMBRE,CA. CA. MANUEL RUIZ 707,23658913,2005895845-2005895845,LIMA,15101
1143,"DEVIN	",          SIMMONS,HOMBRE,CA. CA. PSJE.SAN AGUSTIN 110-2,23658914,66364301-66364301,LIMA,15101
1144,"CHLOE	",          WHITE,MUJER,CA. CA. M.M.IZAGA 710,23658915,20437454681-20437454681,LIMA,15101
1145,"MARIAH	",          ROSS,MUJER,CA. CA. paseo de la republica 1020,23658916,20398674945-20398674945,LIMA,15101
1146,"ABIGAIL	",          FOSTER,MUJER,CA. CA. ELMER FAUCETT 354 OF 201 MARANGA,23658917,X-X,LIMA,15101
1147,"ISAIAH	",          BAKER,HOMBRE,CA. CA. ASOC. CRISTINA VILDOSO PSTO 37. TACNA.,23658918,2048380491-2048380491,LIMA,15101
1148,"NATHAN	",          GONZALES,HOMBRE,CA. CA. GRAU 514,23658919,2048380491-2048380491,LIMA,15101
1149,"JAMES	",          WALKER,HOMBRE,CA. CA. PROSPERO 581-583,23658920,20159548091-20159548091,AREQUIPA,FALSO
1150,"MORGAN	",          FOSTER,MUJER,CA. CA. VIA CENTRAL 150 CENTRO EMPRESARIAL,23658921,20504584314-20504584314,LIMA,15101
1151,"BIANCA	",          GUO,MUJER,CA. CA. MZ.G LTE.10 COOP.FAMILIAS UNIDAS,23658922,2000144337-2000144337,LIMA,15101
1152,"JACQUELINE	",          GONZALES,MUJER,CA. CA. HUERTOS DE MANCHAY MZ.C-13 LOTE 5,23658923,20432087728-20432087728,LIMA,15101
1153,"ARIANNA	",          HENDERSON,MUJER,CA. CA. PROLONGACION PIURA 342,23658924,20389890228-20389890228,LIMA,15101
1154,"NATHAN	",          HUGHES,HOMBRE,CA. CA. E.CAMACHO # 972,23658925,2009284786-2009284786,LIMA,15101
1155,"CHARLES	",          RICHARDSON,HOMBRE,CA. CA. DOS DE MAYO 990,23658926,2000144841-2000144841,LIMA,15101
1156,"CHLOE	",          RICHARDSON,MUJER,CA. CA. Esquina Jr. Lima-Apurimac 1007,23658927,20167346082-20167346082,LIMA,15101
1157,"AMANDA	",          GRAY,MUJER,CA. CA. Zona Industrial 1-2 Sub lote 1 y 5b MZ z,23658928,79262019-79262019,LIMA,15101
1158,"CAMERON	",          YANG,HOMBRE,CA. CA. LOS CEDROS 220 SAN ISIDRO,23658929,20166132585-20166132585,LIMA,15101
1159,"MIGUEL	",          SANCHEZ,MUJER,CA. CA. LA MARINA 3112,23658930,42486850-42486850,LIMA,15101
1160,"KEITH	",          RAJE,HOMBRE,CA. CA. LOS CALDEROS 286 - URB. VULCANO,23658931,20503467578-20503467578,LIMA,15101
1161,"XAVIER	",          SIMMONS,HOMBRE,CA. CA. LAS Asturias 469,23658932,22222333333-22222333333,LIMA,15101
1162,"LOGAN	",          WILSON,HOMBRE,CA. CA. parcela ii manz. l lote 31-Pque. Industr,23658933,72869724-72869724,LIMA,15101
1163,"DESTINY	",          COLEMAN,MUJER,CA. CA. lampa 1058 Tda 101,23658934,20504645984-20504645984,LIMA,15101
1164,"WESLEY	",          LIANG,HOMBRE,CA. CA. PARCELA II MANZ. L LOTE 31 SOLIDARIDAD,23658935,20476244529-20476244529,LIMA,15101
1165,"BRANDI	",          GILL,MUJER,CA. CA. ASOC. VIRGEN DEL CARMEN MZ-B LOT-14. ATE.,23658936,76349466-76349466,LIMA,15101
1166,"DIANA	",          ORTEGA,MUJER,CA. CA. LOS CALDEROS 286,23658937,71692286-71692286,LIMA,15101
1167,"TAMMY	",          RAMAN,MUJER,CA. CA. PEDRO RUIZ 731 754,23658938,92314559-92314559,LIMA,15101
1168,"GRACE	",          DAVIS,MUJER,CA. CA. Cll Federico Recavarren 125-131 Of 204 M,23658939,2000049181-2000049181,LIMA,15101
1169,"KRISTY	",          MUNOZ,MUJER,CA. CA. Terminal Terrestre Agencia Nø 9 y 11,23658940,20389544079-20389544079,LIMA,15101
1170,"WENDY	",          ALVAREZ,MUJER,CA. CA. Porcel N 105,23658941,17124081700-17124081700,LIMA,15101
1171,"SUZANNE	",          ZHOU,MUJER,CA. CA. SHELL 329,23658942,69624788-69624788,LIMA,15101
1172,"RANDALL	",          DOMINGUEZ,HOMBRE,CA. CORONEL INCLAN 759,23658943,20502307674-20502307674,LIMA,15101
1173,"KAITLYN	",          HENDERSON,MUJER,CA. FEDERICO GEROES 150 PANDO,23658944,255574871-255574871,LIMA,15101
1174,"COLLEEN	",          XIE,MUJER,CA. PJ. VERAND 187,23658945,95959595959-95959595959,LIMA,15101
1175,"HECTOR	",          ALONSO,HOMBRE,CA. HIPOLITO UNANUE 175,23658946,2009270301-2009270301,LIMA,15101
1176,"FERNANDO	",          TAYLOR,HOMBRE,CA. LEONCIO PRADO 536 SANTA-ANCASH,23658947,20465975327-20465975327,LIMA,15101
1177,"BLAKE	",          TURNER,HOMBRE,CA. ELIAS AGUIRRE 155,23658948,22222211111-22222211111,LIMA,15101
1178,"JACK	",          GREEN,HOMBRE,CA. Santiago Tavara 1446 Chacra Rios,23658949,20503741149-20503741149,LIMA,15101
1179,"COLIN	",          JAI,HOMBRE,CA. ALMIRANTE GUISSE 1723,23658950,20503662052-20503662052,LIMA,15101
1180,"FRANKLIN	",          YANG,HOMBRE,CA. DOS DE MAYO 990,23658951,402837808-402837808,LIMA,15101
1181,"OSCAR	",          RUSSELL,HOMBRE,CA. LEONIDAS LASARRE 384,23658952,87489740-87489740,LIMA,15101
1182,"KAITLYN	",          LEE,MUJER,CA. Jo Del Llano Zapata 331,23658953,81694820-81694820,LIMA,15101
1183,"GABRIELLA	",          TORRES,MUJER,CA. MAMA OCLLO 2115 INT 404,23658954,18802040-18802040,LIMA,15101
1184,"LOGAN	",          TURNER,HOMBRE,CA. Paseo de la Republica 3220,23658955,3598341-3598341,LIMA,15101
1185,"KELLY	",          JENKINS,MUJER,CA. LOS CEDROS 598 DPTO 301,23658956,20441490446-20441490446,LIMA,15101
1186,"BRANDON	",          BUTLER,HOMBRE,CA. ISLAS VIRGENES 170,23658957,255064768-255064768,LIMA,15101
1187,"XAVIER	",          THOMAS,HOMBRE,CA. JOCKEY PLAZA,23658958,20467225821-20467225821,LIMA,15101
1188,"TAYLOR	",          PATTERSON,MUJER,CA. JOCKEY PLAZA,23658959,6627075-6627075,LIMA,15101
1189,"GABRIELLE	",          MORRIS,MUJER,CA. JOCKEY PLAZA,23658960,20117431615-20117431615,LIMA,15101
1190,"BAILEY	",          SCOTT,MUJER,CA. LAS ASTURIAS 469(Mza.A Lte.7),23658961,20117431615-20117431615,LIMA,15101
1191,"LOGAN	",          WANG,HOMBRE,CA. PROL.STA.ANA Mza.N Lte.4-578 LOS SAUCES,23658962,20376646000-20376646000,LIMA,15101
1192,"STEVEN	",          KELLY,HOMBRE,CA. MANUEL RUIZ 909,23658963,20296217213-20296217213,LIMA,15101
1193,"ADRIAN	",          RAMIREZ,HOMBRE,CA. DIAGONAL 160,23658964,20476229058-20476229058,LIMA,15101
1194,"KAITLYN	",          BAILEY,MUJER,CA. C/ NU¥EZ DE BALBOA 530,23658965,20189145811-20189145811,LIMA,15101
1195,"HAILEY	",          ADAMS,MUJER,CA. Independencia 978,23658966,20428543875-20428543875,LIMA,15101
1196,"GABRIELLA	",          LOPEZ,MUJER,CA. Micaela Bastidas 464,23658967,83342345-83342345,LIMA,15101
1197,"BONNIE	",          RAJI,MUJER,CA. Pablo Casals 312,23658968,20132065625-20132065625,LIMA,15101
1198,"WILLIAM	",          WHITE,HOMBRE,CA. Jesus de Nazareth 510,23658969,2003251452-2003251452,LIMA,15101
1199,"KYLE	",          PHILLIPS,HOMBRE,CA. Gamarra 770,23658970,20483918934-20483918934,LIMA,15101
1200,"KAITLYN	",          SCOTT,MUJER,CA. GRAL ORBEGOZO 1299,23658971,2082247-2082247,LIMA,15101
1201,"JACLYN	",          ZHANG,MUJER,CA. JUSTO PASTOR DAVILA 102,23658972,294591206-294591206,LIMA,15101
1202,"ALEXANDRIA	",          ROGERS,MUJER,CA. LAS ACACIAS 274,23658973,4208621-4208621,LIMA,15101
1203,"LUKE	",          MITCHELL,HOMBRE,CA. PROLONGACION JAVIER PRADO ESTE 8029,23658974,20230879797-20230879797,LIMA,15101
1204,"AARON	",          WANG,HOMBRE,CA. Paseo de la Republica 6176,23658975,20328972078-20328972078,LIMA,15101
1205,"NOAH	",          BUTLER,HOMBRE,CA. PORTAL DE PANES 163,23658976,X-X,LIMA,15101
1206,"CALEB	",          FLORES,HOMBRE,CA. SAN JUAN DE DIOS 108-A,23658977,2008037645-2008037645,LIMA,15101
1207,"JARED	",          ROGERS,HOMBRE,CA. SAN PEDRO 139,23658978,20430966481-20430966481,LIMA,15101
1208,"SEBASTIAN	",          STEWART,HOMBRE,CA. ESQ.ELMER FAUCETT Y TOMAS VALLE S/N,23658979,212528744-212528744,JUNIN,FALSO
1209,"HUNTER	",          JACKSON,HOMBRE,CA. PROLONG LA MAR 779,23658980,2008971577-2008971577,LIMA,15101
1210,"ABIGAIL	",          HOWARD,MUJER,CA. ASOC.SE¥OR DE LOS MILAGROS PJ.33,23658981,20347622011-20347622011,LIMA,15101
1211,"SARA	",          REED,MUJER,CA. PASAJE BRENNER 165 DPTO 10. JESUS MARIA.,23658982,15122077273-15122077273,LIMA,15101
1212,"ALYSSA	",          COOPER,MUJER,CA. ELIAS AGUIRRE 502,23658983,20503840121-20503840121,LIMA,15101
1213,"EDUARDO	",          ALEXANDER,HOMBRE,CA. PARINACOCHAS 1199,23658984,20366589831-20366589831,LIMA,15101
1214,"DALTON	",          EDWARDS,HOMBRE,CA. JUAN VELASCO 741,23658985,200711535-200711535,LIMA,15101
1215,"CHARLES	",          PHILLIPS,HOMBRE,CA. LOS SAUCES 294,23658986,15531360793-15531360793,LIMA,15101
1216,"LUKE	",          POWELL,HOMBRE,CA. PROSPERO 127,23658987,200836301-200836301,LIMA,15101
1217,"CODY	",          JAMES,HOMBRE,CA. ASQ. PLAZA DE ARMAS  Y GRAU 425,23658988,18702096-18702096,LIMA,15101
1218,"KEVIN	",          CAMPBELL,HOMBRE,CA. BOLIVAR 163,23658989,20501849198-20501849198,LIMA,15101
1219,"ETHAN	",          SHAN,HOMBRE,CA. PLAZA DE ARMAS 120,23658990,20352420405-20352420405,UCAYALI,FALSO
1220,"ALEXIS	",          JONES,MUJER,CA. FCO. PIZARRO 725,23658991,2001912541-2001912541,LIMA,15101
1221,"HOLLY	",          MEHTA,MUJER,CA. ALFREDO LAPOINT 1058,23658992,88489786-88489786,LIMA,15101
1222,"KATELYN	",          SANDERS,MUJER,CA. LAS MALVINAS STAND 44,23658993,75861767-75861767,LIMA,15101
1223,"ERIN	",          TORRES,MUJER,CA. PARQUE MELITON PORRAS 350,23658994,20263190727-20263190727,LIMA,15101
1224,"EMILY	",          ROBINSON,MUJER,CA. PASEO DE LA REPUBLICA 1048-1052,23658995,20378509344-20378509344,LIMA,15101
1225,"ISAIAH	",          PEREZ,HOMBRE,CA. ESQ.CAllE LIMA 293 Y DOS DE MAYO 107,23658996,20502186516-20502186516,LIMA,15101
1226,"KAITLYN	",          PATTERSON,MUJER,CA. jerusalen 114-116,23658997,20502324927-20502324927,LIMA,15101
1227,"BRYANT	",          SRINI,HOMBRE,CA. PSJE.LOS JAZMINES MZ-40 LT-14 FUNDO MARQ,23658998,-,LIMA,15101
1228,"RUBEN	",          SUBRAM,HOMBRE,CA. MERCADO MINORISTA STA.ROSA  TDA.220,23658999,20461372725-20461372725,LIMA,15101
1229,"ASHLEY	",          THOMAS,MUJER,CA. CIUDAD SATELITE STA.ROSA MZ W LT 25,23659000,X-X,LIMA,15101
1230,"SOPHIA	",          WRIGHT,MUJER,CA. LOS TUCANES 111,23659001,4529483-4529483,LIMA,15101
1231,"JUSTIN	",          GONZALES,HOMBRE,CA. PSJE STA CATALINA 105,23659002,20405313945-20405313945,PUNO,FALSO
1232,"MELISSA	",          WASHINGTON,MUJER,CA. CORONEL ZEGARRA 1066 DPTO 501,23659003,20502374193-20502374193,LIMA,15101
1233,"JOCELYN	",          HAYES,MUJER,CA. PASEO DE LA REPUBLICA 1010,23659004,20462703555-20462703555,LIMA,15101
1234,"CALEB	",          SIMMONS,HOMBRE,CA. JOSE GALVEZ BARRENECHEA  211,23659005,200545798-200545798,LIMA,15101
1235,"DESTINY	",          FOSTER,MUJER,CA. PEDRO CONDE 347,23659006,20265391886-20265391886,LIMA,15101
1236,"ERIN	",          MORRIS,MUJER,CA. PJE.STA.ROSA 153,23659007,20352459446-20352459446,UCAYALI,FALSO
1237,"ALEXIS	",          MILLER,MUJER,CA. Diez Canseco 315 of 7-8,23659008,82030439-82030439,LIMA,15101
1238,"ADAM	",          HERNANDEZ,HOMBRE,CA. PANAMERICANA SUR KM 18 CHORRILLOS,23659009,20504542662-20504542662,LIMA,15101
1239,"NOAH	",          SCOTT,HOMBRE,CA. MALECON CISNEROS 1470. MIRAFLORES,23659010,20440318844-20440318844,LIMA,15101
1240,"CHRISTINA	",          RICHARDSON,MUJER,CA. MALECON DE LA MARINA 526,23659011,20262517021-20262517021,LIMA,15101
1241,"RAFAEL	",          SHARMA,HOMBRE,CA. VICENTE DE LA VEGA 851,23659012,20265533184-20265533184,LIMA,15101
1242,"MINDY	",          YUAN,MUJER,CA. MAUNUEL MARIA IZAGA 774,23659013,293969634-293969634,LIMA,15101
1243,"XAVIER	",          ROSS,HOMBRE,CA. PIZARRO 711,23659014,20527002304-20527002304,LIMA,15101
1244,"ZACHARY	",          HUGHES,HOMBRE,CA. SAN MARTIN 568 2DO PISO,23659015,20504475027-20504475027,LIMA,15101
1245,"BRADLEY	",          JAI,HOMBRE,CA. PIEROLA 111-A,23659016,20190979866-20190979866,LIMA,15101
1246,"MADISON	",          LONG,MUJER,CA. JERUSALEN 207,23659017,293969634-293969634,LIMA,15101
1247,"SIERRA	",          PARKER,MUJER,CA. ANGELA PODESTA 173,23659018,20430785266-20430785266,LIMA,15101
1248,"SAMUEL	",          HILL,HOMBRE,CA. JORGE CHAVEZ CDRA 7 S/N PTO.341,23659019,20420505800-20420505800,LIMA,15101
1249,"DOMINIQUE	",          SANCHEZ,MUJER,CA. clorinda matos de turner 2045,23659020,283143169-283143169,LIMA,15101
1250,"MINDY	",          JAI,MUJER,CA. elias aguirre 600,23659021,28200032-28200032,LIMA,15101
1251,"ALAN	",          HE,HOMBRE,CA. REPUBLICA DE PANAMA 250 URB.TORRES ARAUJ,23659022,214850520-214850520,LIMA,15101
1252,"VICTOR	",          ROMERO,HOMBRE,CA. BARCELONA 580,23659023,223146321-223146321,LIMA,15101
1253,"SHAWNA	",          XIE,MUJER,CA. JAVIER HERAUD 175 DPTO 301,23659024,2063262-2063262,LIMA,15101
1254,"ALEJANDRO	",          LAL,HOMBRE,CA. PROLONG.HUAMANGA 623-625,23659025,20321629084-20321629084,LIMA,15101
1255,"JULIE	",          RAJE,MUJER,CA. ALAMEDA BIDAURRE 573. LOS PROCERES,23659026,46201456-46201456,LIMA,15101
1256,"KARLA	",          SHE,MUJER,CA. JERUSALEN 122,23659027,5019031-5019031,LIMA,15101
1257,"GERALD	",          RODRIGUEZ,HOMBRE,CA. PROLONGACION LUCANAS 1287 LA VICTORIA,23659028,238815750-238815750,LIMA,15101
1258,"KYLE	",          ROBERTS,HOMBRE,CA. PIZARRO 705-TRUJILLO,23659029,20115330609-20115330609,PUNO,FALSO
1259,"MITCHELL	",          XU,HOMBRE,CA. MANUEL MARIA YZAGA 752 CHICLAYO,23659030,20377052685-20377052685,LIMA,15101
1260,"KURT	",          NARA,HOMBRE,CA. PIZARRO 332-TRUJILLO,23659031,20295070588-20295070588,LIMA,15101
1261,"VIRGINIA	",          SARA,MUJER,CA. AEROPUERTO QUI¥ONES-CHICLAYO,23659032,20335757697-20335757697,LIMA,15101
1262,"BRANDI	",          RUIZ,MUJER,CA. PUENTE BOLOGNESI 110 AREQUIPA,23659033,20341841357-20341841357,LIMA,15101
1263,"JENNY	",          XU,MUJER,CA. SAN ISIDRO,23659034,200151587-200151587,LIMA,15101
1264,"FELICIA	",          VAZQUEZ,MUJER,CA. PJE. REQUENA 170 BRE¥A,23659035,91684760-91684760,LIMA,15101
1265,"TRISTAN	",          HENDERSON,HOMBRE,CA. CMDTE JIMENEZ 141,23659036,X-X,LIMA,15101
1266,"KATHLEEN	",          ORTEGA,MUJER,CA. MARISCAL LUZURIAGA 282,23659037,20380286697-20380286697,LIMA,15101
1267,"FAITH	",          WARD,MUJER,CA. SANTA CATALINA ANCHA 360,23659038,20420711701-20420711701,LIMA,15101
1268,"KELSEY	",          RAJE,MUJER,CA. PUENTE ROSARIO 126,23659039,20470145065-20470145065,LIMA,15101
1269,"MAYRA	",          MARTINEZ,MUJER,CA. LOS OLIVOS 371,23659040,X-X,LIMA,15101
1270,"KARI	",          GOMEZ,MUJER,CA. MALECON DE LA RESERVA 610 N301,23659041,20345233041-20345233041,LIMA,15101
1271,"WESLEY	",          ZHENG,HOMBRE,CA. AURELIO FERNANDEZ CONCHA 141. MIRAFLORES,23659042,200964928-200964928,LIMA,15101
1272,"ISABELLE	",          PATTERSON,MUJER,CA. EMILIO CAVENECIA,23659043,20313917411-20313917411,LIMA,15101
1273,"SEAN	",          HERNANDEZ,HOMBRE,CA. Psje.Sta.Catalina 101,23659044,20268473468-20268473468,LIMA,15101
1274,"JERRY	",          YUAN,HOMBRE,CA. PJ.SANTA ISABEL 300 CRUCE JORGE CHAVEZ,23659045,20136024338-20136024338,LIMA,15101
1275,"CLARENCE	",          ZENG,HOMBRE,CA. ESTADOS UNIDOS 162 URB.EL RECREO,23659046,238657801-238657801,LIMA,15101
1276,"DONNA	",          RAI,MUJER,CA. VICENTE DE LA VEGA 847,23659047,20438933272-20438933272,LIMA,15101
1277,"KENDRA	",          GILL,MUJER,CA. ALFONSO UGARTE 1186,23659048,20114544290-20114544290,LIMA,15101
1278,"RUTH	",          MADAN,MUJER,CA. francisco masias 544 of 201,23659049,20153672882-20153672882,LIMA,15101
1279,"MONICA	",          RAMAN,MUJER,CA. MZ-19 LT- URB BOCANEGRA,23659050,20284850425-20284850425,LIMA,15101
1280,"ALBERTO	",          RAMOS,HOMBRE,CA. PROLONGACION PRIMAVERA 311,23659051,X-X,LIMA,15101
1281,"CLAYTON	",          SHARMA,HOMBRE,CA. MALECON 28 DE JULIO 390,23659052,20437247898-20437247898,LAMBAYEQUE,FALSO
1282,"KRISTINE	",          SANDBERG,MUJER,CA. ALVAREZ THOMAS 221,23659053,28417786-28417786,PIURA,200101
1283,"GILBERT	",          LIANG,HOMBRE,CA. LOS ROSALES 280 SANTA VICTORIA,23659054,20115635388-20115635388,LIMA,15101
1284,"KRISTY	",          RUBIO,MUJER,CA. PASAJE PE¥ALOZA 166,23659055,20115503716-20115503716,LIMA,15101
1285,"AMY	",          HUANG,MUJER,CA. MANUEL SCORZA D-46 NUEVA CASTILLA SURCO.,23659056,20142564824-20142564824,LIMA,15101
1286,"FRANCISCO	",          GONZALEZ,HOMBRE,CA. AMAZONAS 223,23659057,20306727398-20306727398,LIMA,15101
1287,"SHAWN	",          LUO,HOMBRE,CA. PORTAL CONFITURIA 249,23659058,318343-318343,LIMA,15101
1288,"BRANDY	",          RAMAN,MUJER,CA. AEROPUERTO VELASCO ASTETE PRIMER PISO,23659059,X-X,LIMA,15101
1289,"DEVIN	",          TAYLOR,HOMBRE,CA. SAN JUAN DE DIOS 108-A,23659060,2003174016-2003174016,LIMA,15101
1290,"JESSIE	",          CAI,HOMBRE,CA. SAN JUAN DE DIOS 111,23659061,20441719532-20441719532,LIMA,15101
1291,"ANDREA	",          COLLINS,MUJER,CA. GENERAL MORAN 102-B,23659062,20228690351-20228690351,LIMA,15101
1292,"TROY	",          SURI,HOMBRE,CA. GENERAL MORAN 102-B,23659063,179153306-179153306,LIMA,15101
1293,"OMAR	",          LIU,HOMBRE,CA. GENERAL SUAREZ 255,23659064,164272295-164272295,LIMA,15101
1294,"JENNY	",          SUN,MUJER,CA. PLAZA REGOCIJO 261,23659065,2001920721-2001920721,LIMA,15101
1295,"CALVIN	",          DENG,HOMBRE,CA. SAN JUAN DE DIOS 200-A,23659066,X-X,LIMA,15101
1296,"ROBYN	",          ALVAREZ,MUJER,CA. AEROPUERTO INTER.RODRIGUEZ BALLON 2øPISO,23659067,17156019224-17156019224,LIMA,15101
1297,"WENDY	",          RAMOS,MUJER,CA. BEATITA DE HUMAY 801  PISCO,23659068,209790837-209790837,LIMA,15101
1298,"ROSS	",          RUIZ,HOMBRE,CA. FRANCISCO MASIAS 575 ESQ.CON DEAN VALDIV,23659069,28409830-28409830,LIMA,15101
1299,"JAMIE	",          LI,MUJER,CA. PARQUE GINEBRA 688,23659070,26259008-26259008,LIMA,15101
1300,"CINDY	",          MADAN,MUJER,CA. MANUEL RUIZ 707 - 2DO PISO,23659071,20505616741-20505616741,LIMA,15101
1301,"MELINDA	",          ROMERO,MUJER,CA. MANUEL RUIZ 707,23659072,20127882666-20127882666,LIMA,15101
1302,"KAITLIN	",          SANCHEZ,MUJER,CA. NAPO 100-116 MALECON MALDONADO,23659073,12894975-12894975,PUNO,FALSO
1303,"MORGAN	",          SANCHEZ,MUJER,"CA. SAN JUAN DE DIOS 318-A,B",23659074,20252947265-20252947265,AREQUIPA,FALSO
1304,"EMMANUEL	",          GARCIA,HOMBRE,CA. JERUSALEN 500 YANAHUARA,23659075,20314646411-20314646411,LA LIBERTAD,FALSO
1305,"BRUCE	",          ASHE,HOMBRE,CA. PSJE.SAN AGUSTIN 110-2,23659076,20137383609-20137383609,LIMA,15101
1306,"ALAN	",          GUO,HOMBRE,CA. M.M.IZAGA 710,23659077,X-X,LIMA,15101
1307,"TIFFANY	",          LIN,MUJER,CA. VICENTE DE LA VEGA 867-869,23659078,20341520122-20341520122,LIMA,15101
1308,"CLIFFORD	",          GARCIA,HOMBRE,CA. paseo de la republica 1020,23659079,20344539180-20344539180,LIMA,15101
1309,"EDWIN	",          SHAN,HOMBRE,CA. LORD COCHRANE 366,23659080,20504652841-20504652841,LIMA,15101
1310,"WARREN	",          ZHENG,HOMBRE,CA. PROLONGACION HUANUCO 118-124,23659081,20504383335-20504383335,LIMA,15101
1311,"EBONY	",          RAMOS,MUJER,CA. LIMA,23659082,20498061835-20498061835,LIMA,15101
1312,"TYRONE	",          HERNANDEZ,HOMBRE,CA. LAS TURQUESAS 270 BALCONCILLO,23659083,20406315348-20406315348,LIMA,15101
1313,"JUSTIN	",          ALEXANDER,HOMBRE,CA. NESTOR GAMBETTA Nø 983,23659084,293786963-293786963,LIMA,15101
1314,"NELSON	",          CARLSON,HOMBRE,CA. JUAN FIGARI 181,23659085,20504263780-20504263780,LIMA,15101
1315,"JAVIER	",          TORRES,HOMBRE,CA. PUNO 423-424 A MIRAFLORES,23659086,2034826506-2034826506,LIMA,15101
1316,"ADRIANA	",          MADAN,MUJER,CA. SAN ROMAN 158,23659087,2000370850-2000370850,LIMA,15101
1317,"ALISHA	",          SHAN,MUJER,CA. SANTO DOMINGO 132 CERCADO,23659088,2008811375-2008811375,LIMA,15101
1318,"BETH	",          ORTEGA,MUJER,CA. sebastian barranca 212,23659089,20136957253-20136957253,LIMA,15101
1319,"MEREDITH	",          JOHNSEN,MUJER,"CA. DOMINGO ELIAS 1457 ""A""",23659090,2020313568-2020313568,LIMA,15101
1320,"MATHEW	",          SUAREZ,HOMBRE,CA. VALLE RIESTRA 1321. DPTO 5.,23659091,20377660545-20377660545,LIMA,15101
1321,"THERESA	",          ALVAREZ,MUJER,CA. ELMER FAUCETT 354 OF 201 MARANGA,23659092,20505144989-20505144989,LIMA,15101
1322,"JANELLE	",          SANCHEZ,MUJER,CA. ASOC. CRISTINA VILDOSO PSTO 37. TACNA.,23659093,20334539149-20334539149,LIMA,15101
1323,"NICOLAS	",          TANG,HOMBRE,CA. REPUBLICA DOMINICANA 208,23659094,20161516709-20161516709,LIMA,15101
1324,"TODD	",          ZENG,HOMBRE,CA. GRAU 514,23659095,46347663-46347663,LIMA,15101
1325,"CRISTINA	",          BECK,MUJER,CA. ENRIQUE PALACIOS 240 OF.702,23659096,12289133-12289133,LIMA,15101
1326,"BETHANY	",          CHANDE,MUJER,CA. PARQUE ROSPIGLIOSI 194,23659097,42391654-42391654,LIMA,15101
1327,"NATHAN	",          JENKINS,HOMBRE,CA. ARNALDO MARQUEZ 1165,23659098,20134090309-20134090309,LIMA,15101
1328,"ANDRE	",          ARUN,HOMBRE,CA. PROSPERO 581-583,23659099,2000227208-2000227208,LIMA,15101
1329,"SARA	",          BROOKS,MUJER,CA. M.VILLAVICENCIO 197,23659100,294795192-294795192,LIMA,15101
1330,"JOSEPH	",          TAYLOR,HOMBRE,CA. L.ESPINAR 491,23659101,20501577252-20501577252,LIMA,15101
1331,"KAYLEE	",          MORRIS,MUJER,CA. VIA CENTRAL 150 CENTRO EMPRESARIAL,23659102,293737431-293737431,LIMA,15101
1332,"JOHNATHAN	",          SURI,HOMBRE,CA. MZ.G LTE.10 COOP.FAMILIAS UNIDAS,23659103,20452386446-20452386446,LIMA,15101
1334,"NICOLAS	",          KUMAR,HOMBRE,CA. SAN JUAN DE DIOS 111,23659104,X-X,LIMA,15101
1335,"TAMMY	",          GARCIA,MUJER,CA. MZ.D-1 URB.LOS CEDROS,23659105,73804723-73804723,LIMA,15101
1336,"SHANE	",          KOVAR,HOMBRE,CA. PABELLON SAN MARTIN PTO.39 LAS MALVINAS,23659106,214209131-214209131,ICA,FALSO
1337,"DWAYNE	",          GOMEZ,HOMBRE,CA. HUERTOS DE MANCHAY MZ.C-13 LOTE 5,23659107,20260440901-20260440901,LIMA,15101
1338,"FRANCISCO	",          SARA,HOMBRE,CA. BOLIVAR 163,23659108,200034720-200034720,LIMA,15101
1339,"FELICIA	",          BLANCO,MUJER,CA. MARISCAL DE ORBEGOZO 491,23659109,19727-X219727,LIMA,15101
